repeatable:  []
repeatable:  []
repeatable:  []
repeatable:  []
repeatable:  []
1678423558708 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423761917 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423762059 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423762979 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423763033 - Worker 0c6006ef finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423763069 - Worker 754a7557 starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423763070 - Worker d2649e9f starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423763749 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423764063 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423764164 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423764250 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423764797 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423765065 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423765191 - Worker 3eab410a finished job updatePools-444, id: updatePools-444
1678423766399 - Worker 754a7557 finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423766608 - Worker 0c6006ef finished job updatePools-222, id: updatePools-222
1678423766953 - Worker d2649e9f finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423767069 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423767073 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423767929 - Worker d2649e9f finished job updatePools-555, id: updatePools-555
1678423768245 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423768257 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423768353 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423768753 - Worker 3eab410a starting job updatePools-222, id: updatePools-222
1678423768754 - Worker 0c6006ef starting job updatePools-444, id: updatePools-444
1678423768755 - Worker 49cc8d2d starting job updatePools-555, id: updatePools-555
1678423768883 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423769073 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423769074 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423769109 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423769121 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423769821 - Worker 3eab410a finished job updatePools-333, id: updatePools-333
1678423770201 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423770262 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423770309 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423770696 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423771080 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423771082 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423771593 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423772079 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423773539 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423773752 - Worker 3eab410a starting job updatePools-333, id: updatePools-333
1678423773963 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423774082 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423774083 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423774404 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423774941 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423775089 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423775090 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423775408 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423776061 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423776087 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423776088 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423776376 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423776401 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423776965 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423777094 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423777096 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423777096 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423777385 - Worker 3eab410a finished job updatePools-222, id: updatePools-222
1678423778462 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423778480 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423778756 - Worker 754a7557 starting job updatePools-222, id: updatePools-222
1678423779092 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423779094 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423779697 - Worker 3eab410a finished job updatePools-333, id: updatePools-333
1678423780157 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423780282 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423780342 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423780519 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423781098 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423781098 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423781466 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423781470 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423782101 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423782101 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423783755 - Worker 3eab410a starting job updatePools-333, id: updatePools-333
1678423783805 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423784107 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423784112 - Worker 0c6006ef starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423784145 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423784165 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423784289 - Worker d2649e9f starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423784683 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423785108 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423785517 - Worker d2649e9f finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423785709 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423786019 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423786103 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423786107 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423786109 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423787137 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423787152 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423787377 - Worker d2649e9f finished job updatePools-111, id: updatePools-111
1678423788282 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423788300 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423788755 - Worker 754a7557 starting job updatePools-111, id: updatePools-111
1678423789443 - Worker 0c6006ef finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423789465 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423789604 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423790106 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423790106 - Worker 754a7557 starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423790107 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423790540 - Worker 49cc8d2d finished job updatePools-555, id: updatePools-555
1678423790897 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423791110 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423791381 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423792115 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423793544 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423793756 - Worker 49cc8d2d starting job updatePools-555, id: updatePools-555
1678423794113 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423794825 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423794845 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423794969 - Worker 754a7557 finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423795116 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423795116 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423795116 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423795267 - Worker 754a7557 finished job updatePools-222, id: updatePools-222
1678423795813 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423796118 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423796223 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423796306 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423797775 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423797917 - Worker 0c6006ef finished job updatePools-444, id: updatePools-444
1678423798118 - Worker 754a7557 starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423798319 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423798755 - Worker 754a7557 starting job updatePools-222, id: updatePools-222
1678423798758 - Worker d2649e9f starting job updatePools-444, id: updatePools-444
1678423799124 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423799457 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423799515 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423799987 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423800006 - Worker 49cc8d2d finished job updatePools-555, id: updatePools-555
1678423800125 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423800125 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423800126 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423800921 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423801125 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423802109 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423802128 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423802590 - Worker 754a7557 finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423803141 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423803295 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423803316 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423803561 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423803625 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423803757 - Worker 49cc8d2d starting job updatePools-555, id: updatePools-555
1678423803850 - Worker 754a7557 finished job updatePools-111, id: updatePools-111
1678423803863 - Worker 0c6006ef starting job updatePools-111, id: updatePools-111
1678423804025 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423804135 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423804135 - Worker 0c6006ef starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423804136 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423805709 - Worker 0c6006ef finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423805841 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423806136 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423806139 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423806143 - Worker 3eab410a finished job updatePools-333, id: updatePools-333
1678423807553 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423807730 - Worker 49cc8d2d finished job updatePools-555, id: updatePools-555
1678423808136 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423808760 - Worker 754a7557 starting job updatePools-333, id: updatePools-333
1678423808760 - Worker 3eab410a starting job updatePools-555, id: updatePools-555
1678423808921 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423809139 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423809467 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423809491 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423810142 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423810142 - Worker 0c6006ef starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423810681 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423811001 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423811143 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423811144 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423812448 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423812602 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423813150 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423813154 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423813773 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423814149 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423814829 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423814993 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423815081 - Worker 0c6006ef finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423815148 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423815148 - Worker 0c6006ef starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423815149 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423815540 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423816013 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423816154 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423816156 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423817172 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423817187 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423817443 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
